PQID,CMT,UNM,CAT,Year,Month,Day
111869,2,Mx A. Matienzo,M,2012,10,2
61375,1,nibbles 2bits,O,2012,10,3
61378,1,nibbles 2bits,O,2012,10,3
61356,1,Brett Koonce,O,2012,10,4
61361,2,Samuel John,O,2012,10,4
61349,1,Samuel John,O,2012,10,5
111338,6,Samuel John,M,2012,10,5
61328,1,Justin Clift,O,2012,10,6
61866,1,Justin Clift,O,2012,10,6
61298,1,Xiyue Deng,O,2012,10,8
61313,1,Samuel John,O,2012,10,8
61284,1,Brett Koonce,O,2012,10,9
61288,1,Stefan,O,2012,10,9
61289,1,Justin Clift,O,2012,10,9
61294,1,Brett Koonce,O,2012,10,9
78786,1,Brett Koonce,O,2012,10,9
61268,1,nibbles 2bits,O,2012,10,10
61271,1,Brett Koonce,O,2012,10,10
61273,1,Brett Koonce,O,2012,10,10
61274,1,Brett Koonce,O,2012,10,10
61278,1,nibbles 2bits,O,2012,10,10
61280,1,Xiyue Deng,O,2012,10,10
111263,65,Brett Koonce,M,2012,10,10
61263,1,Samuel John,O,2012,10,11
61367,44,Mike McQuaid,O,2012,10,11
61244,1,nibbles 2bits,O,2012,10,12
61246,1,nibbles 2bits,O,2012,10,12
61248,1,nibbles 2bits,O,2012,10,12
110678,34,Jack Nagel,M,2012,10,12
112123,41,nibbles 2bits,M,2012,10,15
61203,1,nibbles 2bits,O,2012,10,15
61204,1,nibbles 2bits,O,2012,10,15
61205,1,nibbles 2bits,O,2012,10,15
61206,1,Brett Koonce,O,2012,10,15
61209,1,nibbles 2bits,O,2012,10,15
61210,1,nibbles 2bits,O,2012,10,15
61211,1,nibbles 2bits,O,2012,10,15
61212,1,nibbles 2bits,O,2012,10,15
61187,1,Xiyue Deng,O,2012,10,16
61190,2,Xiyue Deng,O,2012,10,16
61192,1,nibbles 2bits,O,2012,10,16
61195,1,nibbles 2bits,O,2012,10,16
61200,1,nibbles 2bits,O,2012,10,16
61202,1,nibbles 2bits,O,2012,10,16
61170,1,Xiyue Deng,O,2012,10,17
61171,6,Brett Koonce,O,2012,10,17
61173,1,Brett Koonce,O,2012,10,17
61174,9,Brett Koonce,O,2012,10,17
110072,19,Mike McQuaid,M,2012,10,17
61148,1,nibbles 2bits,O,2012,10,18
61150,1,nibbles 2bits,O,2012,10,18
61154,1,nibbles 2bits,O,2012,10,18
61155,8,Brett Koonce,O,2012,10,18
61167,1,Brett Koonce,O,2012,10,18
61117,1,nibbles 2bits,O,2012,10,19
61119,1,nibbles 2bits,O,2012,10,19
61123,1,Brett Koonce,O,2012,10,19
61127,11,Brett Koonce,O,2012,10,19
61142,1,Brett Koonce,O,2012,10,19
61111,1,nibbles 2bits,O,2012,10,20
61099,13,Brett Koonce,O,2012,10,21
61063,6,Brett Koonce,O,2012,10,22
61067,1,nibbles 2bits,O,2012,10,22
110119,9,Misty De Meo,M,2012,10,22
61015,1,nibbles 2bits,O,2012,10,23
61017,1,nibbles 2bits,O,2012,10,23
61020,1,nibbles 2bits,O,2012,10,23
60989,1,nibbles 2bits,O,2012,10,24
60994,1,nibbles 2bits,O,2012,10,24
60969,1,nibbles 2bits,O,2012,10,25
60977,1,nibbles 2bits,O,2012,10,25
60978,1,nibbles 2bits,O,2012,10,25
60954,1,Xiyue Deng,O,2012,10,26
60963,1,nibbles 2bits,O,2012,10,26
60934,1,Xiyue Deng,O,2012,10,27
60940,1,nibbles 2bits,O,2012,10,27
60941,1,Xiyue Deng,O,2012,10,27
60947,1,Birger J. Nordølum,O,2012,10,27
60948,1,Birger J. Nordølum,O,2012,10,27
110465,2,Birger J. Nordølum,M,2012,10,27
112498,5,Xiyue Deng,M,2012,10,27
60897,19,Misty De Meo,O,2012,10,28
60916,5,Brett Koonce,O,2012,10,28
60926,1,nibbles 2bits,O,2012,10,28
60928,1,nibbles 2bits,O,2012,10,28
60929,1,nibbles 2bits,O,2012,10,28
60931,1,nibbles 2bits,O,2012,10,28
60933,1,nibbles 2bits,O,2012,10,28
60859,1,nibbles 2bits,O,2012,10,30
60882,1,Mike McQuaid,O,2012,10,30
60885,1,Brett Koonce,O,2012,10,30
110710,6,Charlie Sharpsteen,M,2012,10,30
110745,1,Peter Aronoff,M,2012,10,31
60833,1,nibbles 2bits,O,2012,10,31
60842,1,Peter Aronoff,O,2012,10,31
60844,2,Xiyue Deng,O,2012,10,31
60817,1,nibbles 2bits,O,2012,11,1
60831,1,nibbles 2bits,O,2012,11,1
60796,1,nibbles 2bits,O,2012,11,2
60798,1,nibbles 2bits,O,2012,11,2
60779,1,nibbles 2bits,O,2012,11,3
60781,1,Brett Koonce,O,2012,11,3
110679,41,Jack Nagel,M,2012,11,3
111933,1,Justin Clift,M,2012,11,4
111264,71,Brett Koonce,M,2012,11,4
112499,5,Xiyue Deng,M,2012,11,4
60737,1,Justin Clift,O,2012,11,4
60738,1,Mx A. Matienzo,O,2012,11,4
60743,15,Brett Koonce,O,2012,11,4
78658,1,Xiyue Deng,O,2012,11,4
60457,8,Misty De Meo,O,2012,11,5
60705,2,Xiyue Deng,O,2012,11,5
60708,3,Stefan,O,2012,11,5
60685,1,nibbles 2bits,O,2012,11,6
76600,1,Samuel John,O,2012,11,7
60635,1,nibbles 2bits,O,2012,11,8
60644,2,Stefan,O,2012,11,8
60652,1,Xiyue Deng,O,2012,11,8
60741,1,Stefan,O,2012,11,8
60615,1,Stefan,O,2012,11,9
78648,1,Samuel John,O,2012,11,9
110711,13,Charlie Sharpsteen,M,2012,11,9
60592,1,Stefan,O,2012,11,10
60600,1,Stefan,O,2012,11,10
60602,1,Stefan,O,2012,11,10
60606,1,Stefan,O,2012,11,10
60522,1,nibbles 2bits,O,2012,11,11
60546,1,Stefan,O,2012,11,11
60564,1,nibbles 2bits,O,2012,11,11
60590,1,Samuel John,O,2012,11,11
78635,1,Adam Vandenberg,O,2012,11,11
110337,46,Adam Vandenberg,M,2012,11,11
60498,1,Stefan,O,2012,11,12
60499,1,Stefan,O,2012,11,12
60506,1,Stefan,O,2012,11,12
60508,1,Birger J. Nordølum,O,2012,11,12
60512,11,Brett Koonce,O,2012,11,12
60515,1,Stefan,O,2012,11,12
60566,1,Stefan,O,2012,11,12
110073,28,Mike McQuaid,M,2012,11,12
110466,1,Birger J. Nordølum,M,2012,11,12
113032,20,Stefan,M,2012,11,12
110855,2,Max Howell,M,2012,11,13
112124,20,nibbles 2bits,M,2012,11,13
60444,1,Alexis Hildebrandt,O,2012,11,13
60446,1,Alexis Hildebrandt,O,2012,11,13
60450,1,nibbles 2bits,O,2012,11,13
60451,1,nibbles 2bits,O,2012,11,13
60452,1,nibbles 2bits,O,2012,11,13
60470,1,nibbles 2bits,O,2012,11,13
60486,1,Brett Koonce,O,2012,11,13
60494,1,Samuel John,O,2012,11,13
78629,168,Alexis Hildebrandt,O,2012,11,13
109962,2,Alexis Hildebrandt,M,2012,11,13
60407,1,nibbles 2bits,O,2012,11,14
60416,1,Stefan,O,2012,11,14
60427,2,Camillo Lugaresi,O,2012,11,14
78644,1,Stefan,O,2012,11,14
60370,1,Stefan,O,2012,11,15
60371,1,nibbles 2bits,O,2012,11,15
60375,1,nibbles 2bits,O,2012,11,15
60376,1,nibbles 2bits,O,2012,11,15
60384,1,Stefan,O,2012,11,15
78609,1,Stefan,O,2012,11,15
60351,9,Brett Koonce,O,2012,11,16
60354,1,Mx A. Matienzo,O,2012,11,16
60363,1,Samuel John,O,2012,11,16
111339,3,Samuel John,M,2012,11,16
111894,3,Camillo Lugaresi,M,2012,11,17
60340,4,Brett Koonce,O,2012,11,17
60343,1,Camillo Lugaresi,O,2012,11,17
60324,12,Brett Koonce,O,2012,11,18
60333,1,nibbles 2bits,O,2012,11,18
60528,1,Stefan,O,2012,11,18
60277,1,nibbles 2bits,O,2012,11,19
60283,1,nibbles 2bits,O,2012,11,19
60285,1,nibbles 2bits,O,2012,11,19
60287,1,nibbles 2bits,O,2012,11,19
60290,1,nibbles 2bits,O,2012,11,19
60312,19,Misty De Meo,O,2012,11,19
60642,1,Stefan,O,2012,11,19
60262,1,nibbles 2bits,O,2012,11,20
60240,1,Mx A. Matienzo,O,2012,11,21
60245,1,Stefan,O,2012,11,21
110120,10,Misty De Meo,M,2012,11,21
111870,4,Mx A. Matienzo,M,2012,11,21
60186,1,Mx A. Matienzo,O,2012,11,25
60189,1,Mike McQuaid,O,2012,11,25
60190,1,Mike McQuaid,O,2012,11,25
60360,1,Stefan,O,2012,11,25
61643,2,Mike McQuaid,O,2012,11,25
60150,1,Trevor Wennblom,O,2012,11,26
60155,1,Trevor Wennblom,O,2012,11,26
60157,7,Brett Koonce,O,2012,11,26
110259,2,Trevor Wennblom,M,2012,11,26
60118,1,Brett Koonce,O,2012,11,27
60122,1,Stefan,O,2012,11,27
60097,1,Xiyue Deng,O,2012,11,28
60048,9,Brett Koonce,O,2012,11,30
60062,1,Brett Koonce,O,2012,11,30
60010,1,Samuel John,O,2012,12,1
60031,10,Brett Koonce,O,2012,12,1
59983,6,Brett Koonce,O,2012,12,2
59985,1,Xiyue Deng,O,2012,12,2
59989,8,Brett Koonce,O,2012,12,2
59992,1,Samuel John,O,2012,12,2
60006,1,Lin Jen-Shin (godfat),O,2012,12,2
110551,1,Lin Jen-Shin (godfat),M,2012,12,2
59963,1,Xiyue Deng,O,2012,12,3
59964,1,Xiyue Deng,O,2012,12,3
59977,1,Samuel John,O,2012,12,3
59923,1,Samuel John,O,2012,12,4
59928,1,Xiyue Deng,O,2012,12,4
59944,1,Samuel John,O,2012,12,4
59955,1,Samuel John,O,2012,12,4
59904,3,Brett Koonce,O,2012,12,5
59919,1,Samuel John,O,2012,12,5
59921,1,Samuel John,O,2012,12,5
59849,1,Samuel John,O,2012,12,6
59882,6,Brett Koonce,O,2012,12,6
59831,1,Birger J. Nordølum,O,2012,12,7
59832,1,Birger J. Nordølum,O,2012,12,7
110467,1,Birger J. Nordølum,M,2012,12,7
59806,1,Birger J. Nordølum,O,2012,12,8
110680,49,Jack Nagel,M,2012,12,8
111265,86,Brett Koonce,M,2012,12,11
59748,1,Brett Koonce,O,2012,12,11
59761,1,Brett Koonce,O,2012,12,11
59768,1,Samuel John,O,2012,12,11
59629,1,Xiyue Deng,O,2012,12,13
59670,1,Samuel John,O,2012,12,13
59673,1,Samuel John,O,2012,12,13
59716,1,Xiyue Deng,O,2012,12,13
59601,1,Samuel John,O,2012,12,14
59603,1,Samuel John,O,2012,12,14
59614,1,Samuel John,O,2012,12,14
59656,21,Brett Koonce,O,2012,12,14
110338,24,Adam Vandenberg,M,2012,12,14
111340,21,Samuel John,M,2012,12,14
112500,5,Xiyue Deng,M,2012,12,15
59451,1,Samuel John,O,2012,12,15
59572,1,Xiyue Deng,O,2012,12,15
59580,20,Brett Koonce,O,2012,12,15
59464,1,Misty De Meo,O,2012,12,17
59534,1,Samuel John,O,2012,12,17
59540,1,Samuel John,O,2012,12,17
59542,1,Brett Koonce,O,2012,12,17
59547,1,Justin Clift,O,2012,12,17
59549,1,Samuel John,O,2012,12,17
111934,1,Justin Clift,M,2012,12,17
78532,1,Camillo Lugaresi,O,2012,12,18
59468,1,Samuel John,O,2012,12,19
59475,1,Samuel John,O,2012,12,19
59478,1,Samuel John,O,2012,12,19
110074,28,Mike McQuaid,M,2012,12,20
59410,1,Stefan,O,2012,12,21
113033,1,Stefan,M,2012,12,21
59316,1,Brett Koonce,O,2012,12,22
59237,1,Peter Aronoff,O,2012,12,25
59252,4,Jack Nagel,O,2012,12,25
110746,1,Peter Aronoff,M,2012,12,25
110121,6,Misty De Meo,M,2012,12,27
59616,12,Xiyue Deng,O,2012,12,28
110712,16,Charlie Sharpsteen,M,2012,12,30
59037,8,Brett Koonce,O,2012,12,31
59058,1,Mike McQuaid,O,2012,12,31
58923,1,Stefan,O,2013,1,1
58932,1,Peter Aronoff,O,2013,1,1
58937,12,Brett Koonce,O,2013,1,1
59015,1,Peter Aronoff,O,2013,1,1
59025,9,Brett Koonce,O,2013,1,1
59057,2,Mike McQuaid,O,2013,1,1
78522,160,Mike McQuaid,O,2013,1,1
110747,3,Peter Aronoff,M,2013,1,1
58865,1,Xiyue Deng,O,2013,1,2
58870,13,Brett Koonce,O,2013,1,2
58904,1,Adam Vandenberg,O,2013,1,2
58915,2,Peter Aronoff,O,2013,1,2
58713,83,Misty De Meo,O,2013,1,3
58846,1,Stefan,O,2013,1,3
58850,20,Brett Koonce,O,2013,1,3
58854,6,Brett Koonce,O,2013,1,3
111266,60,Brett Koonce,M,2013,1,3
58836,1,Stefan,O,2013,1,4
58808,1,Stefan,O,2013,1,5
58811,1,Stefan,O,2013,1,5
58817,1,Stefan,O,2013,1,5
58819,1,Stefan,O,2013,1,5
58822,1,Stefan,O,2013,1,5
58823,1,Stefan,O,2013,1,5
58827,1,Stefan,O,2013,1,5
58243,137,Mike McQuaid,O,2013,1,7
58630,1,Brett Koonce,O,2013,1,8
59930,1,Samuel John,O,2013,1,9
58576,1,Xiyue Deng,O,2013,1,10
58523,1,Samuel John,O,2013,1,11
58526,1,Samuel John,O,2013,1,11
60125,136,Mike McQuaid,O,2013,1,11
78426,1,Samuel John,O,2013,1,11
110681,124,Jack Nagel,M,2013,1,11
58485,1,Samuel John,O,2013,1,12
58070,1,Brett Koonce,O,2013,1,16
58073,1,Brett Koonce,O,2013,1,16
58081,1,Samuel John,O,2013,1,16
58183,1,Xiyue Deng,O,2013,1,16
57958,1,Stefan,O,2013,1,17
57962,15,Brett Koonce,O,2013,1,17
57979,9,Brett Koonce,O,2013,1,17
58012,10,Brett Koonce,O,2013,1,17
58042,1,Justin Clift,O,2013,1,17
58104,67,Misty De Meo,O,2013,1,18
78397,8,Jack Nagel,O,2013,1,19
57923,3,Camillo Lugaresi,O,2013,1,20
55110,2,Samuel John,O,2013,1,21
78947,33,Adam Vandenberg,O,2013,1,22
57692,1,Birger J. Nordølum,O,2013,1,23
57698,1,Samuel John,O,2013,1,23
57661,1,Birger J. Nordølum,O,2013,1,24
57606,1,Mike McQuaid,O,2013,1,26
57607,1,Stefan,O,2013,1,26
113034,10,Stefan,M,2013,1,26
57432,13,Mike McQuaid,O,2013,1,27
57442,1,Mike McQuaid,O,2013,1,27
57543,1,Mike McQuaid,O,2013,1,27
57545,1,Mike McQuaid,O,2013,1,27
57546,1,Mike McQuaid,O,2013,1,27
57548,1,Mike McQuaid,O,2013,1,27
57550,1,Mike McQuaid,O,2013,1,27
57552,1,Mike McQuaid,O,2013,1,27
57556,1,Mike McQuaid,O,2013,1,27
57498,1,Camillo Lugaresi,O,2013,1,28
78347,1,Samuel John,O,2013,1,29
110339,561,Adam Vandenberg,M,2013,1,29
111341,4,Samuel John,M,2013,1,29
111935,1,Justin Clift,M,2013,1,30
112501,1,Xiyue Deng,M,2013,1,30
110713,4,Charlie Sharpsteen,M,2013,1,30
57406,1,Xiyue Deng,O,2013,1,30
57418,1,Justin Clift,O,2013,1,30
57539,1,Mike McQuaid,O,2013,1,30
110468,2,Birger J. Nordølum,M,2013,1,30
110075,62,Mike McQuaid,M,2013,1,31
110122,22,Misty De Meo,M,2013,1,31
57209,21,Brett Koonce,O,2013,2,1
78333,1,Birger J. Nordølum,O,2013,2,1
111267,44,Brett Koonce,M,2013,2,1
110714,1,Charlie Sharpsteen,M,2013,2,2
57104,1,Xiyue Deng,O,2013,2,2
57131,1,Birger J. Nordølum,O,2013,2,2
57156,1,Stefan,O,2013,2,2
57158,1,Stefan,O,2013,2,2
57167,1,Xiyue Deng,O,2013,2,2
57174,69,Adam Vandenberg,O,2013,2,2
57090,1,Xiyue Deng,O,2013,2,3
56995,1,Camillo Lugaresi,O,2013,2,4
56996,1,Stefan,O,2013,2,4
57003,1,Stefan,O,2013,2,4
57007,1,Stefan,O,2013,2,4
57009,1,Stefan,O,2013,2,4
57011,1,Stefan,O,2013,2,4
57014,1,Xiyue Deng,O,2013,2,4
57018,1,Stefan,O,2013,2,4
57022,1,Stefan,O,2013,2,4
57025,1,Stefan,O,2013,2,4
57033,1,Stefan,O,2013,2,4
57034,1,Stefan,O,2013,2,4
57040,1,Stefan,O,2013,2,4
57044,1,Stefan,O,2013,2,4
57049,1,Mx A. Matienzo,O,2013,2,4
111871,1,Mx A. Matienzo,M,2013,2,4
111895,1,Camillo Lugaresi,M,2013,2,4
110748,1,Peter Aronoff,M,2013,2,5
56418,177,Mike McQuaid,O,2013,2,5
56946,1,Xiyue Deng,O,2013,2,5
56977,12,Brett Koonce,O,2013,2,5
56986,1,Peter Aronoff,O,2013,2,5
78331,2,Mike McQuaid,O,2013,2,5
110076,24,Mike McQuaid,M,2013,2,5
56787,1,Mike McQuaid,O,2013,2,7
56714,1,Stefan,O,2013,2,8
56721,1,Mike McQuaid,O,2013,2,8
56724,1,Mike McQuaid,O,2013,2,8
56728,2,Mike McQuaid,O,2013,2,8
56744,1,Birger J. Nordølum,O,2013,2,8
56756,1,Birger J. Nordølum,O,2013,2,8
56762,1,Birger J. Nordølum,O,2013,2,8
56765,1,Birger J. Nordølum,O,2013,2,8
56768,11,Brett Koonce,O,2013,2,8
58942,156,Mike McQuaid,O,2013,2,8
110469,6,Birger J. Nordølum,M,2013,2,8
110340,57,Adam Vandenberg,M,2013,2,10
110682,221,Jack Nagel,M,2013,2,10
56643,2,Stefan,O,2013,2,11
56535,1,Mike McQuaid,O,2013,2,12
56592,1,Samuel John,O,2013,2,12
56327,1,Birger J. Nordølum,O,2013,2,14
56352,4,Brett Koonce,O,2013,2,14
56379,1,Samuel John,O,2013,2,14
56305,1,Birger J. Nordølum,O,2013,2,15
56241,1,Camillo Lugaresi,O,2013,2,16
56260,1,Brett Koonce,O,2013,2,16
56214,5,Jack Nagel,O,2013,2,17
56223,1,Brett Koonce,O,2013,2,17
56227,1,Xiyue Deng,O,2013,2,17
56114,28,Brett Koonce,O,2013,2,19
56131,1,Stefan,O,2013,2,19
56133,1,Stefan,O,2013,2,19
56135,1,Stefan,O,2013,2,19
56139,1,Stefan,O,2013,2,19
56105,1,Stefan,O,2013,2,20
56108,1,Stefan,O,2013,2,20
78271,1,Stefan,O,2013,2,20
56042,1,Peter Aronoff,O,2013,2,21
56006,1,Birger J. Nordølum,O,2013,2,22
55922,1,Stefan,O,2013,2,24
55829,1,Xiyue Deng,O,2013,2,27
55833,1,Lin Jen-Shin (godfat),O,2013,2,27
55842,1,Stefan,O,2013,2,27
55858,1,Xiyue Deng,O,2013,2,27
112502,6,Xiyue Deng,M,2013,2,27
110552,1,Lin Jen-Shin (godfat),M,2013,2,27
113035,17,Stefan,M,2013,2,28
56685,5,Mike McQuaid,O,2013,2,28
58824,1,Stefan,O,2013,2,28
78305,1,Stefan,O,2013,2,28
110123,8,Misty De Meo,M,2013,2,28
55753,1,Peter Aronoff,O,2013,3,1
55728,1,Peter Aronoff,O,2013,3,2
110715,4,Charlie Sharpsteen,M,2013,3,2
113036,10,Stefan,M,2013,3,3
55669,1,Stefan,O,2013,3,3
55672,2,Jack Nagel,O,2013,3,3
55681,1,Stefan,O,2013,3,3
55683,1,Stefan,O,2013,3,3
55686,1,Stefan,O,2013,3,3
55706,1,Xiyue Deng,O,2013,3,3
55641,1,Stefan,O,2013,3,4
55663,1,Stefan,O,2013,3,4
55665,1,Stefan,O,2013,3,4
78214,1,Stefan,O,2013,3,4
55615,1,Justin Clift,O,2013,3,5
55468,1,Peter Aronoff,O,2013,3,6
55527,1,Mike McQuaid,O,2013,3,6
55529,1,Mike McQuaid,O,2013,3,6
55575,1,Stefan,O,2013,3,6
78202,1,Peter Aronoff,O,2013,3,6
55439,1,Peter Aronoff,O,2013,3,10
77928,10,Misty De Meo,O,2013,3,10
78169,1,Mike McQuaid,O,2013,3,11
55377,1,Stefan,O,2013,3,12
55379,1,Stefan,O,2013,3,12
55382,1,Stefan,O,2013,3,12
55445,52,Mike McQuaid,O,2013,3,13
55288,1,Mike McQuaid,O,2013,3,14
55266,1,Peter Aronoff,O,2013,3,15
110749,2,Peter Aronoff,M,2013,3,15
55214,1,Xiyue Deng,O,2013,3,16
78137,1,Misty De Meo,O,2013,3,17
77548,2,Samuel John,O,2013,3,18
55103,1,Stefan,O,2013,3,19
55085,1,Alexis Hildebrandt,O,2013,3,20
55087,1,Alexis Hildebrandt,O,2013,3,20
78123,1,Samuel John,O,2013,3,20
109963,1,Alexis Hildebrandt,M,2013,3,20
55007,1,Stefan,O,2013,3,22
54903,11,Brett Koonce,O,2013,3,25
54913,3,Brett Koonce,O,2013,3,25
110856,2,Max Howell,M,2013,3,25
112503,1,Xiyue Deng,M,2013,3,26
54871,1,Xiyue Deng,O,2013,3,26
54893,1,Brett Koonce,O,2013,3,26
78098,1,Adam Vandenberg,O,2013,3,26
78101,1,Samuel John,O,2013,3,26
110077,39,Mike McQuaid,M,2013,3,26
54831,2,Jack Nagel,O,2013,3,27
54847,2,Camillo Lugaresi,O,2013,3,27
111342,15,Samuel John,M,2013,3,27
111268,84,Brett Koonce,M,2013,3,28
54790,2,Brett Koonce,O,2013,3,28
54803,11,Brett Koonce,O,2013,3,28
54806,14,Brett Koonce,O,2013,3,28
54824,4,Jack Nagel,O,2013,3,28
54778,16,Brett Koonce,O,2013,3,29
110341,46,Adam Vandenberg,M,2013,3,29
54736,1,Brett Koonce,O,2013,3,30
54738,14,Brett Koonce,O,2013,3,30
54744,11,Brett Koonce,O,2013,3,30
54749,1,Mx A. Matienzo,O,2013,3,30
111872,1,Mx A. Matienzo,M,2013,3,30
111936,2,Justin Clift,M,2013,3,31
110683,201,Jack Nagel,M,2013,3,31
54698,1,Justin Clift,O,2013,3,31
110124,16,Misty De Meo,M,2013,3,31
54688,2,Jack Nagel,O,2013,4,1
54678,4,Jack Nagel,O,2013,4,2
110125,25,Misty De Meo,M,2013,4,2
54558,1,Xiyue Deng,O,2013,4,4
54503,1,Brett Koonce,O,2013,4,6
54474,1,Stefan,O,2013,4,7
54486,1,Stefan,O,2013,4,7
54488,1,Brett Koonce,O,2013,4,7
111343,1,Samuel John,M,2013,4,7
113037,2,Stefan,M,2013,4,7
54444,1,Brett Koonce,O,2013,4,8
54446,1,Brett Koonce,O,2013,4,8
54447,1,Peter Aronoff,O,2013,4,8
54449,1,Brett Koonce,O,2013,4,8
54366,1,Birger J. Nordølum,O,2013,4,9
54371,4,Brett Koonce,O,2013,4,9
110470,2,Birger J. Nordølum,M,2013,4,9
111269,13,Brett Koonce,M,2013,4,9
110857,8,Max Howell,M,2013,4,11
54317,1,Brett Koonce,O,2013,4,11
54267,1,Alexis Hildebrandt,O,2013,4,12
54273,1,Alexis Hildebrandt,O,2013,4,12
54275,1,Alexis Hildebrandt,O,2013,4,12
54281,1,Alexis Hildebrandt,O,2013,4,12
54283,1,Alexis Hildebrandt,O,2013,4,12
54285,1,Alexis Hildebrandt,O,2013,4,12
54326,5,Jack Nagel,O,2013,4,13
109964,6,Alexis Hildebrandt,M,2013,4,14
54182,4,Jack Nagel,O,2013,4,15
54160,1,Peter Aronoff,O,2013,4,16
54162,1,Xiyue Deng,O,2013,4,16
110684,167,Jack Nagel,M,2013,4,16
110750,2,Peter Aronoff,M,2013,4,16
54062,1,Birger J. Nordølum,O,2013,4,18
54065,1,Xiyue Deng,O,2013,4,18
54058,1,Xiyue Deng,O,2013,4,19
53359,7,Jack Nagel,O,2013,4,20
53993,1,Trevor Wennblom,O,2013,4,21
53968,3,Brett Koonce,O,2013,4,22
53979,1,Xiyue Deng,O,2013,4,22
53980,1,Xiyue Deng,O,2013,4,22
53931,5,Brett Koonce,O,2013,4,23
53933,8,Brett Koonce,O,2013,4,23
53938,8,Brett Koonce,O,2013,4,23
53946,1,Xiyue Deng,O,2013,4,23
53948,1,Trevor Wennblom,O,2013,4,23
53951,1,Trevor Wennblom,O,2013,4,23
77906,1,Xiyue Deng,O,2013,4,23
110260,3,Trevor Wennblom,M,2013,4,23
112504,7,Xiyue Deng,M,2013,4,23
53908,1,Lin Jen-Shin (godfat),O,2013,4,24
53914,31,Misty De Meo,O,2013,4,24
110078,15,Mike McQuaid,M,2013,4,26
53795,1,Peter Aronoff,O,2013,4,27
110342,46,Adam Vandenberg,M,2013,4,27
53762,1,Brett Koonce,O,2013,4,28
53703,1,Xiyue Deng,O,2013,4,29
53560,1,Fedor Bezrukov,O,2013,4,30
112808,1,Fedor Bezrukov,M,2013,4,30
112809,2,Fedor Bezrukov,M,2013,5,2
53509,1,Justin Clift,O,2013,5,2
110079,32,Mike McQuaid,M,2013,5,3
53425,1,Mike McQuaid,O,2013,5,5
53379,1,Mx A. Matienzo,O,2013,5,7
53342,1,Mx A. Matienzo,O,2013,5,8
111873,2,Mx A. Matienzo,M,2013,5,8
54468,2,Mike McQuaid,O,2013,5,10
77810,1,Mike McQuaid,O,2013,5,11
77800,1,Adam Vandenberg,O,2013,5,12
53248,1,Alexis Hildebrandt,O,2013,5,13
53257,1,Alexis Hildebrandt,O,2013,5,13
109965,2,Alexis Hildebrandt,M,2013,5,13
53168,14,Jack Nagel,O,2013,5,15
52859,2,Misty De Meo,O,2013,5,20
52862,1,Justin Clift,O,2013,5,20
53506,2,Fedor Bezrukov,O,2013,5,20
111937,2,Justin Clift,M,2013,5,20
52782,16,Brett Koonce,O,2013,5,21
52794,2,Brett Koonce,O,2013,5,21
52801,3,Brett Koonce,O,2013,5,21
52744,1,Brett Koonce,O,2013,5,22
52749,4,Brett Koonce,O,2013,5,22
52625,30,Brett Koonce,O,2013,5,23
52707,17,Brett Koonce,O,2013,5,23
111344,2,Samuel John,M,2013,5,24
52570,4,Jack Nagel,O,2013,5,25
110685,154,Jack Nagel,M,2013,5,26
52443,1,Misty De Meo,O,2013,5,27
52511,1,Jack Nagel,O,2013,5,27
110126,24,Misty De Meo,M,2013,5,28
52385,1,Stefan,O,2013,5,30
52399,1,Stefan,O,2013,5,30
113038,2,Stefan,M,2013,5,30
111270,75,Brett Koonce,M,2013,5,31
52348,1,Brett Koonce,O,2013,5,31
52353,1,Brett Koonce,O,2013,5,31
110343,71,Adam Vandenberg,M,2013,5,31
52281,1,Peter Aronoff,O,2013,6,2
52205,1,Jack Nagel,O,2013,6,3
52252,1,Justin Clift,O,2013,6,3
52143,5,Mike McQuaid,O,2013,6,4
52190,1,Mike McQuaid,O,2013,6,4
77695,6,Misty De Meo,O,2013,6,4
52080,1,Trevor Wennblom,O,2013,6,5
110261,1,Trevor Wennblom,M,2013,6,5
51999,2,Adam Vandenberg,O,2013,6,6
77874,1,Justin Clift,O,2013,6,7
111938,2,Justin Clift,M,2013,6,7
51846,35,Jack Nagel,O,2013,6,8
77429,51,Adam Vandenberg,O,2013,6,8
77681,1,Jack Nagel,O,2013,6,8
110686,209,Jack Nagel,M,2013,6,9
51706,1,Samuel John,O,2013,6,11
77667,1,Samuel John,O,2013,6,11
51560,2,Adam Vandenberg,O,2013,6,12
47782,1,Samuel John,O,2013,6,13
51469,2,Jack Nagel,O,2013,6,13
51508,1,Samuel John,O,2013,6,13
111345,65,Samuel John,M,2013,6,13
51368,1,Alexis Hildebrandt,O,2013,6,14
51384,14,Brett Koonce,O,2013,6,14
51401,3,Brett Koonce,O,2013,6,14
51407,1,Adam Vandenberg,O,2013,6,14
51414,9,Brett Koonce,O,2013,6,14
77643,12,Jack Nagel,O,2013,6,14
109966,1,Alexis Hildebrandt,M,2013,6,14
51327,12,Brett Koonce,O,2013,6,15
51351,1,Stefan,O,2013,6,15
113039,1,Stefan,M,2013,6,15
111271,38,Brett Koonce,M,2013,6,15
77630,1,Samuel John,O,2013,6,16
77631,1,Samuel John,O,2013,6,16
51229,1,Mx A. Matienzo,O,2013,6,17
111874,1,Mx A. Matienzo,M,2013,6,17
110080,50,Mike McQuaid,M,2013,6,20
49112,15,Mike McQuaid,O,2013,6,21
